Date,Site,N2O_ppb,sd_N2O_ppb
2008-09-16,JFJ,-999999.99,-999.99
2008-09-17,JFJ,-999999.99,-999.99
2008-09-18,JFJ,322.02,1.52
2008-09-19,JFJ,322.04,1.07
2008-09-20,JFJ,321.64,1.51
2008-09-21,JFJ,321.96,1.65
2008-09-22,JFJ,321.42,1.5
2008-09-23,JFJ,321.8,1.84
2008-09-24,JFJ,322.01,1.45
2008-09-25,JFJ,321.45,1.15
2008-09-26,JFJ,321.85,1.39
2008-09-27,JFJ,321.35,1.37
2008-09-28,JFJ,321.49,1.2
2008-09-29,JFJ,321.31,1.5
2008-09-30,JFJ,321.82,1.3
2008-10-01,JFJ,321.23,1.93
2008-10-02,JFJ,321.03,1.81
2008-10-03,JFJ,321.4,1.07
2008-10-04,JFJ,321.38,1.45
2008-10-05,JFJ,321.5,1.54
2008-10-06,JFJ,321.55,1.72
2008-10-07,JFJ,321.49,1.18
2008-10-08,JFJ,321.37,1.53
2008-10-09,JFJ,321.73,1.29
2008-10-10,JFJ,321.48,1.38
2008-10-11,JFJ,321.3,1.02
2008-10-12,JFJ,321.24,1.21
2008-10-13,JFJ,321.39,1.56
2008-10-14,JFJ,321.7,1.41
2008-10-15,JFJ,321.61,1.74
2008-10-16,JFJ,321.83,1.89
2008-10-17,JFJ,321.45,1.77
2008-10-18,JFJ,321.99,1.14
2008-10-19,JFJ,321.87,1.65
2008-10-20,JFJ,321.95,1.55
2008-10-21,JFJ,321.34,1.54
2008-10-22,JFJ,321.68,1.69
2008-10-23,JFJ,321.65,1.32
2008-10-24,JFJ,321.25,1.65
2008-10-25,JFJ,321.57,1.55
2008-10-26,JFJ,321.19,1.27
2008-10-27,JFJ,321.5,2.61
2008-10-28,JFJ,322.96,1.88
2008-10-29,JFJ,323.05,2.18
2008-10-30,JFJ,322.94,1.48
2008-10-31,JFJ,323.19,2.38
2008-11-01,JFJ,322.45,2.21
2008-11-02,JFJ,322.45,1.63
2008-11-03,JFJ,322.03,1.62
2008-11-04,JFJ,322.23,1.85
2008-11-05,JFJ,322.39,2.36
2008-11-06,JFJ,322.3,1.87
2008-11-07,JFJ,322.37,2.11
2008-11-08,JFJ,321.78,1.77
2008-11-09,JFJ,322.58,2.06
2008-11-10,JFJ,322.2,2.1
2008-11-11,JFJ,322.49,1.86
2008-11-12,JFJ,323.96,2.37
2008-11-13,JFJ,323.13,2.3
2008-11-14,JFJ,322.61,2.14
2008-11-15,JFJ,322.62,2.01
2008-11-16,JFJ,322.45,2.51
2008-11-17,JFJ,323.11,2.41
2008-11-18,JFJ,322.61,2.21
2008-11-19,JFJ,322.25,1.79
2008-11-20,JFJ,321.94,1.84
2008-11-21,JFJ,322.72,1.76
2008-11-22,JFJ,322.92,1.41
2008-11-23,JFJ,322.85,2.26
2008-11-24,JFJ,322.44,2
2008-11-25,JFJ,321.87,1.89
2008-11-26,JFJ,322.47,0.44
2008-11-27,JFJ,322.33,0.7
2008-11-28,JFJ,322.66,0.59
2008-11-29,JFJ,322.6,0.74
2008-11-30,JFJ,322.6,0.58
2008-12-01,JFJ,322.4,0.39
2008-12-02,JFJ,322.49,0.34
2008-12-03,JFJ,322.37,0.34
2008-12-04,JFJ,322.39,0.66
2008-12-05,JFJ,322.32,0.64
2008-12-06,JFJ,322.61,0.64
2008-12-07,JFJ,322.42,0.48
2008-12-08,JFJ,322.4,0.49
2008-12-09,JFJ,322.47,0.53
2008-12-10,JFJ,322.95,0.45
2008-12-11,JFJ,323.01,0.52
2008-12-12,JFJ,322.55,0.44
2008-12-13,JFJ,323.1,0.55
2008-12-14,JFJ,323.05,0.69
2008-12-15,JFJ,322.74,0.63
2008-12-16,JFJ,322.36,0.49
2008-12-17,JFJ,322.79,0.48
2008-12-18,JFJ,322.36,0.58
2008-12-19,JFJ,322.39,0.35
2008-12-20,JFJ,322.38,0.39
2008-12-21,JFJ,322.33,0.47
2008-12-22,JFJ,322.37,0.31
2008-12-23,JFJ,322.36,0.34
2008-12-24,JFJ,322.38,0.48
2008-12-25,JFJ,322.24,0.48
2008-12-26,JFJ,322.49,0.64
2008-12-27,JFJ,322.11,0.48
2008-12-28,JFJ,322.43,0.46
2008-12-29,JFJ,322.64,0.51
2008-12-30,JFJ,322.43,0.52
2008-12-31,JFJ,322.45,0.51
2009-01-01,JFJ,322.6,0.56
2009-01-02,JFJ,322.28,0.29
2009-01-03,JFJ,322.36,0.39
2009-01-04,JFJ,322.3,0.34
2009-01-05,JFJ,322.39,0.46
2009-01-06,JFJ,322.71,0.5
2009-01-07,JFJ,322.89,0.81
2009-01-08,JFJ,322.56,0.58
2009-01-09,JFJ,322.4,0.44
2009-01-10,JFJ,322.54,0.55
2009-01-11,JFJ,322.41,0.42
2009-01-12,JFJ,322.49,0.37
2009-01-13,JFJ,322.33,0.49
2009-01-14,JFJ,322.45,0.3
2009-01-15,JFJ,322.53,0.46
2009-01-16,JFJ,322.16,0.35
2009-01-17,JFJ,322.26,0.39
2009-01-18,JFJ,322.22,0.55
2009-01-19,JFJ,322.33,0.82
2009-01-20,JFJ,322.88,0.69
2009-01-21,JFJ,322.98,1.04
2009-01-22,JFJ,322.51,0.61
2009-01-23,JFJ,322.49,0.7
2009-01-24,JFJ,322.62,0.45
2009-01-25,JFJ,322.52,0.53
2009-01-26,JFJ,322.48,0.58
2009-01-27,JFJ,322.52,0.48
2009-01-28,JFJ,322.46,0.43
2009-01-29,JFJ,322.62,0.33
2009-01-30,JFJ,322.51,0.38
2009-01-31,JFJ,322.36,0.3
2009-02-01,JFJ,322.86,0.62
2009-02-02,JFJ,323.15,0.63
2009-02-03,JFJ,322.72,0.53
2009-02-04,JFJ,322.62,0.43
2009-02-05,JFJ,322.96,0.6
2009-02-06,JFJ,323.29,0.54
2009-02-07,JFJ,323.2,0.66
2009-02-08,JFJ,323.87,0.72
2009-02-09,JFJ,322.6,0.53
2009-02-10,JFJ,322.65,0.73
2009-02-11,JFJ,322.98,0.48
2009-02-12,JFJ,322.93,0.42
2009-02-13,JFJ,322.92,0.37
2009-02-14,JFJ,322.85,0.41
2009-02-15,JFJ,322.54,0.52
2009-02-16,JFJ,322.65,0.36
2009-02-17,JFJ,322.92,0.66
2009-02-18,JFJ,323.06,0.84
2009-02-19,JFJ,322.41,0.32
2009-02-20,JFJ,322.51,0.34
2009-02-21,JFJ,322.45,0.28
2009-02-22,JFJ,322.51,0.3
2009-02-23,JFJ,322.69,0.36
2009-02-24,JFJ,322.68,0.65
2009-02-25,JFJ,322.6,0.44
2009-02-26,JFJ,322.48,0.37
2009-02-27,JFJ,322.54,0.34
2009-02-28,JFJ,322.48,0.31
2009-03-01,JFJ,322.63,0.36
2009-03-02,JFJ,322.97,0.44
2009-03-03,JFJ,323.06,0.53
2009-03-04,JFJ,323.56,0.52
2009-03-05,JFJ,323.23,0.52
2009-03-06,JFJ,324.04,0.78
2009-03-07,JFJ,322.39,0.83
2009-03-08,JFJ,322.29,0.6
2009-03-09,JFJ,322.62,0.54
2009-03-10,JFJ,322.47,0.51
2009-03-11,JFJ,322.72,0.82
2009-03-12,JFJ,322.36,0.44
2009-03-13,JFJ,322.5,0.42
2009-03-14,JFJ,322.39,0.36
2009-03-15,JFJ,322.46,0.42
2009-03-16,JFJ,322.49,0.41
2009-03-17,JFJ,322.51,0.33
2009-03-18,JFJ,322.48,0.39
2009-03-19,JFJ,322.67,0.47
2009-03-20,JFJ,322.37,0.53
2009-03-21,JFJ,322.42,0.71
2009-03-22,JFJ,322.32,0.52
2009-03-23,JFJ,322.72,0.62
2009-03-24,JFJ,322.96,0.84
2009-03-25,JFJ,323.1,0.85
2009-03-26,JFJ,323.06,0.93
2009-03-27,JFJ,322.5,0.62
2009-03-28,JFJ,323.11,0.67
2009-03-29,JFJ,322.77,0.32
2009-03-30,JFJ,322.53,0.41
2009-03-31,JFJ,322.45,0.4
2009-04-01,JFJ,322.66,0.52
2009-04-02,JFJ,322.57,0.55
2009-04-03,JFJ,322.72,0.5
2009-04-04,JFJ,322.58,0.45
2009-04-05,JFJ,322.67,0.63
2009-04-06,JFJ,322.83,0.33
2009-04-07,JFJ,322.73,0.63
2009-04-08,JFJ,322.71,0.6
2009-04-09,JFJ,322.49,0.53
2009-04-10,JFJ,322.89,0.48
2009-04-11,JFJ,322.96,0.62
2009-04-12,JFJ,322.7,0.47
2009-04-13,JFJ,322.56,0.39
2009-04-14,JFJ,322.75,0.35
2009-04-15,JFJ,323.08,0.53
2009-04-16,JFJ,322.73,0.58
2009-04-17,JFJ,322.23,0.4
2009-04-18,JFJ,322.66,0.39
2009-04-19,JFJ,322.47,0.43
2009-04-20,JFJ,322.47,0.58
2009-04-21,JFJ,322.61,0.5
2009-04-22,JFJ,322.63,0.54
2009-04-23,JFJ,322.91,0.5
2009-04-24,JFJ,323.08,0.58
2009-04-25,JFJ,322.81,0.51
2009-04-26,JFJ,323.11,0.57
2009-04-27,JFJ,323.04,0.48
2009-04-28,JFJ,322.96,0.76
2009-04-29,JFJ,322.72,0.47
2009-04-30,JFJ,322.65,0.46
2009-05-01,JFJ,322.35,0.6
2009-05-02,JFJ,323.27,0.51
2009-05-03,JFJ,323.14,0.42
2009-05-04,JFJ,323.05,0.6
2009-05-05,JFJ,322.38,0.52
2009-05-06,JFJ,322.4,0.46
2009-05-07,JFJ,322.28,0.38
2009-05-08,JFJ,322.52,0.6
2009-05-09,JFJ,322.75,0.5
2009-05-10,JFJ,322.51,0.47
2009-05-11,JFJ,322.41,0.49
2009-05-12,JFJ,322.73,0.49
2009-05-13,JFJ,322.43,0.51
2009-05-14,JFJ,322.59,0.78
2009-05-15,JFJ,323.34,1.01
2009-05-16,JFJ,322.71,0.55
2009-05-17,JFJ,323.04,0.68
2009-05-18,JFJ,322.76,0.65
2009-05-19,JFJ,322.36,0.43
2009-05-20,JFJ,322.36,0.47
2009-05-21,JFJ,322.59,0.54
2009-05-22,JFJ,322.63,0.57
2009-05-23,JFJ,322.65,0.5
2009-05-24,JFJ,322.85,0.68
2009-05-25,JFJ,322.82,0.56
2009-05-26,JFJ,322.7,0.57
2009-05-27,JFJ,322.3,0.93
2009-05-28,JFJ,322.41,0.57
2009-05-29,JFJ,322.45,0.5
2009-05-30,JFJ,322.62,0.45
2009-05-31,JFJ,322.6,0.49
2009-06-01,JFJ,322.56,0.47
2009-06-02,JFJ,322.66,0.45
2009-06-03,JFJ,322.67,0.41
2009-06-04,JFJ,322.61,0.43
2009-06-05,JFJ,322.69,0.56
2009-06-06,JFJ,322.67,0.57
2009-06-07,JFJ,322.41,0.42
2009-06-08,JFJ,322.63,0.53
2009-06-09,JFJ,322.74,0.43
2009-06-10,JFJ,322.47,0.45
2009-06-11,JFJ,322.45,0.57
2009-06-12,JFJ,322.38,0.46
2009-06-13,JFJ,322.17,0.63
2009-06-14,JFJ,322.72,0.65
2009-06-15,JFJ,322.75,0.56
2009-06-16,JFJ,322.36,0.61
2009-06-17,JFJ,321.99,0.54
2009-06-18,JFJ,322.95,0.56
2009-06-19,JFJ,322.89,0.46
2009-06-20,JFJ,322.56,0.51
2009-06-21,JFJ,322.74,0.39
2009-06-22,JFJ,322.66,0.76
2009-06-23,JFJ,323,0.66
2009-06-24,JFJ,322.83,0.42
2009-06-25,JFJ,322.86,0.35
2009-06-26,JFJ,323.11,0.59
2009-06-27,JFJ,323.02,0.54
2009-06-28,JFJ,322.97,0.4
2009-06-29,JFJ,323.2,0.56
2009-06-30,JFJ,323.13,0.43
2009-07-01,JFJ,322.83,0.63
2009-07-02,JFJ,322.99,0.56
2009-07-03,JFJ,323.07,0.41
2009-07-04,JFJ,322.67,0.36
2009-07-05,JFJ,322.75,0.57
2009-07-06,JFJ,322.61,0.43
2009-07-07,JFJ,322.29,0.65
2009-07-08,JFJ,322.22,0.87
2009-07-09,JFJ,322.31,0.8
2009-07-10,JFJ,322.16,0.4
2009-07-11,JFJ,322.09,0.41
2009-07-12,JFJ,322.23,0.85
2009-07-13,JFJ,322.76,0.53
2009-07-14,JFJ,322.92,0.47
2009-07-15,JFJ,322.79,0.6
2009-07-16,JFJ,322.75,0.56
2009-07-17,JFJ,322.97,0.59
2009-07-18,JFJ,322.35,0.47
2009-07-19,JFJ,322.23,0.46
2009-07-20,JFJ,321.93,1.06
2009-07-21,JFJ,322.5,0.53
2009-07-22,JFJ,322.64,0.67
2009-07-23,JFJ,322.61,0.92
2009-07-24,JFJ,322.38,0.55
2009-07-25,JFJ,322.43,0.6
2009-07-26,JFJ,322.05,0.46
2009-07-27,JFJ,322.63,0.6
2009-07-28,JFJ,322.13,0.49
2009-07-29,JFJ,322.29,0.51
2009-07-30,JFJ,322.17,0.45
2009-07-31,JFJ,322.79,0.59
2009-08-01,JFJ,322.98,0.47
2009-08-02,JFJ,322.64,0.58
2009-08-03,JFJ,322.61,0.46
2009-08-04,JFJ,322.46,0.51
2009-08-05,JFJ,321.82,0.5
2009-08-06,JFJ,322.17,0.57
2009-08-07,JFJ,322.71,0.53
2009-08-08,JFJ,323.15,0.58
2009-08-09,JFJ,323,0.37
2009-08-10,JFJ,322.95,0.56
2009-08-11,JFJ,322.82,0.62
2009-08-12,JFJ,322.14,0.52
2009-08-13,JFJ,322.62,0.36
2009-08-14,JFJ,322.4,0.52
2009-08-15,JFJ,322.47,0.51
2009-08-16,JFJ,322.75,0.37
2009-08-17,JFJ,322.66,0.42
2009-08-18,JFJ,322.66,0.4
2009-08-19,JFJ,322.76,0.47
2009-08-20,JFJ,322.77,0.43
2009-08-21,JFJ,322.81,0.46
2009-08-22,JFJ,322.68,0.58
2009-08-23,JFJ,322.37,0.48
2009-08-24,JFJ,323.01,0.56
2009-08-25,JFJ,323.09,0.41
2009-08-26,JFJ,322.79,0.42
2009-08-27,JFJ,322.89,0.44
2009-08-28,JFJ,322.87,0.6
2009-08-29,JFJ,322.12,0.74
2009-08-30,JFJ,322,0.56
2009-08-31,JFJ,322.42,0.54
2009-09-01,JFJ,322.47,0.61
2009-09-02,JFJ,322.51,0.4
2009-09-03,JFJ,322.43,0.44
2009-09-04,JFJ,322.22,0.58
2009-09-05,JFJ,321.92,0.57
2009-09-06,JFJ,322.06,0.61
2009-09-07,JFJ,322.43,0.63
2009-09-08,JFJ,322.57,0.9
2009-09-09,JFJ,322.38,0.56
2009-09-10,JFJ,322.43,0.59
2009-09-11,JFJ,322.89,0.82
2009-09-12,JFJ,323.11,0.86
2009-09-13,JFJ,322.85,0.59
2009-09-14,JFJ,322.91,0.99
2009-09-15,JFJ,322.82,0.66
2009-09-16,JFJ,322.72,0.65
2009-09-17,JFJ,322.61,0.67
2009-09-18,JFJ,322.99,0.58
2009-09-19,JFJ,322.83,0.57
2009-09-20,JFJ,322.92,0.59
2009-09-21,JFJ,322.98,0.58
2009-09-22,JFJ,322.98,0.73
2009-09-23,JFJ,323,0.66
2009-09-24,JFJ,322.85,0.45
2009-09-25,JFJ,323.27,0.69
2009-09-26,JFJ,323.18,0.55
2009-09-27,JFJ,323.43,0.34
2009-09-28,JFJ,323.17,0.43
2009-09-29,JFJ,322.59,0.34
2009-09-30,JFJ,322.89,0.59
2009-10-01,JFJ,323.05,0.4
2009-10-02,JFJ,322.71,0.38
2009-10-03,JFJ,322.45,0.33
2009-10-04,JFJ,322.61,0.36
2009-10-05,JFJ,322.62,0.46
2009-10-06,JFJ,322.68,0.39
2009-10-07,JFJ,322.79,0.42
2009-10-08,JFJ,322.99,0.34
2009-10-09,JFJ,322.69,0.28
2009-10-10,JFJ,322.68,0.35
2009-10-11,JFJ,322.53,0.35
2009-10-12,JFJ,322.67,0.67
2009-10-13,JFJ,322.54,0.43
2009-10-14,JFJ,322.53,0.61
2009-10-15,JFJ,322.76,0.74
2009-10-16,JFJ,322.87,0.46
2009-10-17,JFJ,322.55,0.46
2009-10-18,JFJ,322.44,0.4
2009-10-19,JFJ,322.56,0.41
2009-10-20,JFJ,322.6,0.33
2009-10-21,JFJ,322.82,0.62
2009-10-22,JFJ,322.93,0.56
2009-10-23,JFJ,322.86,0.46
2009-10-24,JFJ,322.61,0.37
2009-10-25,JFJ,322.76,0.36
2009-10-26,JFJ,322.93,0.5
2009-10-27,JFJ,322.57,0.34
2009-10-28,JFJ,322.62,0.37
2009-10-29,JFJ,322.67,0.62
2009-10-30,JFJ,322.6,0.45
2009-10-31,JFJ,322.61,0.34
2009-11-01,JFJ,322.72,0.57
2009-11-02,JFJ,322.79,0.51
2009-11-03,JFJ,322.78,0.65
2009-11-04,JFJ,322.63,0.56
2009-11-05,JFJ,322.85,0.6
2009-11-06,JFJ,322.71,0.42
2009-11-07,JFJ,322.62,0.42
2009-11-08,JFJ,322.86,0.37
2009-11-09,JFJ,323.03,0.69
2009-11-10,JFJ,322.97,0.76
2009-11-11,JFJ,322.73,0.49
2009-11-12,JFJ,322.64,0.56
2009-11-13,JFJ,322.92,0.71
2009-11-14,JFJ,322.81,0.64
2009-11-15,JFJ,322.98,0.7
2009-11-16,JFJ,322.88,0.73
2009-11-17,JFJ,322.96,0.65
2009-11-18,JFJ,322.75,0.69
2009-11-19,JFJ,322.82,0.67
2009-11-20,JFJ,322.96,0.79
2009-11-21,JFJ,322.88,0.63
2009-11-22,JFJ,322.84,0.72
2009-11-23,JFJ,322.89,0.69
2009-11-24,JFJ,322.8,0.57
2009-11-25,JFJ,322.82,0.47
2009-11-26,JFJ,322.88,0.48
2009-11-27,JFJ,322.82,0.41
2009-11-28,JFJ,323.08,0.56
2009-11-29,JFJ,323.95,0.91
2009-11-30,JFJ,323.33,0.4
2009-12-01,JFJ,322.86,0.43
2009-12-02,JFJ,322.92,0.57
2009-12-03,JFJ,323.02,0.6
2009-12-04,JFJ,322.83,0.57
2009-12-05,JFJ,322.7,0.42
2009-12-06,JFJ,322.84,0.55
2009-12-07,JFJ,322.93,0.51
2009-12-08,JFJ,322.81,0.78
2009-12-09,JFJ,322.83,0.46
2009-12-10,JFJ,322.7,0.4
2009-12-11,JFJ,323.1,0.55
2009-12-12,JFJ,323.13,0.37
2009-12-13,JFJ,323.17,0.44
2009-12-14,JFJ,323.2,0.6
2009-12-15,JFJ,322.74,0.38
2009-12-16,JFJ,322.84,0.39
2009-12-17,JFJ,322.91,0.44
2009-12-18,JFJ,323.24,0.77
2009-12-19,JFJ,323.25,0.54
2009-12-20,JFJ,322.62,0.54
2009-12-21,JFJ,323.48,0.88
2009-12-22,JFJ,322.75,0.74
2009-12-23,JFJ,322.85,0.74
2009-12-24,JFJ,323.26,0.88
2009-12-25,JFJ,322.82,0.47
2009-12-26,JFJ,322.77,0.43
2009-12-27,JFJ,322.68,0.53
2009-12-28,JFJ,322.78,0.56
2009-12-29,JFJ,322.77,0.55
2009-12-30,JFJ,322.79,0.64
2009-12-31,JFJ,322.84,0.41
2010-01-01,JFJ,323.09,0.52
2010-01-02,JFJ,323.34,0.68
2010-01-03,JFJ,322.9,0.52
2010-01-04,JFJ,322.79,0.73
2010-01-05,JFJ,322.87,0.4
2010-01-06,JFJ,322.82,0.45
2010-01-07,JFJ,322.99,0.55
2010-01-08,JFJ,323.25,0.67
2010-01-09,JFJ,323.01,0.57
2010-01-10,JFJ,323.46,0.52
2010-01-11,JFJ,323.1,0.45
2010-01-12,JFJ,322.89,0.45
2010-01-13,JFJ,322.92,0.33
2010-01-14,JFJ,322.91,0.49
2010-01-15,JFJ,322.92,0.36
2010-01-16,JFJ,322.82,0.55
2010-01-17,JFJ,323.04,0.55
2010-01-18,JFJ,322.92,0.45
2010-01-19,JFJ,322.86,0.54
2010-01-20,JFJ,322.93,0.36
2010-01-21,JFJ,322.78,0.41
2010-01-22,JFJ,323.05,0.43
2010-01-23,JFJ,323.18,0.36
2010-01-24,JFJ,323.08,0.56
2010-01-25,JFJ,323.2,0.53
2010-01-26,JFJ,323.2,0.5
2010-01-27,JFJ,322.99,0.44
2010-01-28,JFJ,323.29,0.49
2010-01-29,JFJ,322.99,0.51
2010-01-30,JFJ,323.07,0.64
2010-01-31,JFJ,323.29,0.5
2010-02-01,JFJ,323.17,0.43
2010-02-02,JFJ,322.94,0.58
2010-02-03,JFJ,323.01,0.57
2010-02-04,JFJ,322.88,0.5
2010-02-05,JFJ,323.04,0.34
2010-02-06,JFJ,323.04,0.42
2010-02-07,JFJ,323.07,0.47
2010-02-08,JFJ,323.18,0.8
2010-02-09,JFJ,323.24,0.73
2010-02-10,JFJ,323.55,0.47
2010-02-11,JFJ,323.73,0.52
2010-02-12,JFJ,323.51,0.45
2010-02-13,JFJ,323.27,0.53
2010-02-14,JFJ,323.38,0.45
2010-02-15,JFJ,323.22,0.42
2010-02-16,JFJ,323.07,0.49
2010-02-17,JFJ,323.44,0.49
2010-02-18,JFJ,323.52,0.64
2010-02-19,JFJ,323.48,0.41
2010-02-20,JFJ,323.35,0.31
2010-02-21,JFJ,322.97,0.45
2010-02-22,JFJ,323.11,0.51
2010-02-23,JFJ,323.08,0.36
2010-02-24,JFJ,323.29,0.54
2010-02-25,JFJ,323.28,0.57
2010-02-26,JFJ,323.35,0.53
2010-02-27,JFJ,323.05,0.55
2010-02-28,JFJ,323.14,0.58
2010-03-01,JFJ,323.03,0.44
2010-03-02,JFJ,323.03,0.37
2010-03-03,JFJ,323.15,0.56
2010-03-04,JFJ,323.36,0.4
2010-03-05,JFJ,323.27,0.4
2010-03-06,JFJ,323.24,0.5
2010-03-07,JFJ,323.49,0.74
2010-03-08,JFJ,322.94,0.35
2010-03-09,JFJ,323.28,0.64
2010-03-10,JFJ,323.5,0.5
2010-03-11,JFJ,323.27,0.43
2010-03-12,JFJ,323.14,0.42
2010-03-13,JFJ,323.05,0.37
2010-03-14,JFJ,323.06,0.4
2010-03-15,JFJ,323.22,0.4
2010-03-16,JFJ,323,0.34
2010-03-17,JFJ,323.22,0.79
2010-03-18,JFJ,322.94,0.5
2010-03-19,JFJ,323,0.36
2010-03-20,JFJ,323.1,0.49
2010-03-21,JFJ,323.09,0.54
2010-03-22,JFJ,323.23,0.51
2010-03-23,JFJ,322.96,0.62
2010-03-24,JFJ,323.15,0.61
2010-03-25,JFJ,323.71,0.5
2010-03-26,JFJ,323.2,0.58
2010-03-27,JFJ,323.24,0.65
2010-03-28,JFJ,323.33,0.48
2010-03-29,JFJ,323.23,0.64
2010-03-30,JFJ,323.46,0.51
2010-03-31,JFJ,323.15,0.41
2010-04-01,JFJ,323.09,0.35
2010-04-02,JFJ,323.18,0.38
2010-04-03,JFJ,323.3,0.54
2010-04-04,JFJ,323.46,0.49
2010-04-05,JFJ,323.06,0.37
2010-04-06,JFJ,323.05,0.64
2010-04-07,JFJ,323.07,0.73
2010-04-08,JFJ,323.25,0.61
2010-04-09,JFJ,323.02,0.78
2010-04-10,JFJ,322.97,0.5
2010-04-11,JFJ,323.36,0.49
2010-04-12,JFJ,323.47,0.38
2010-04-13,JFJ,323.51,0.36
2010-04-14,JFJ,323.72,0.4
2010-04-15,JFJ,323.91,0.39
2010-04-16,JFJ,324.04,0.56
2010-04-17,JFJ,323.68,0.35
2010-04-18,JFJ,323.98,0.59
2010-04-19,JFJ,323.64,0.35
2010-04-20,JFJ,323.6,0.34
2010-04-21,JFJ,323.27,0.67
2010-04-22,JFJ,323.15,0.68
2010-04-23,JFJ,323.55,0.4
2010-04-24,JFJ,323.6,0.65
2010-04-25,JFJ,323.52,0.48
2010-04-26,JFJ,323.24,0.45
2010-04-27,JFJ,323.14,0.64
2010-04-28,JFJ,322.8,0.65
2010-04-29,JFJ,322.86,0.45
2010-04-30,JFJ,323.52,0.8
2010-05-01,JFJ,323.55,0.57
2010-05-02,JFJ,323.73,0.55
2010-05-03,JFJ,323.25,0.39
2010-05-04,JFJ,323.16,0.4
2010-05-05,JFJ,323.22,0.62
2010-05-06,JFJ,323.06,0.62
2010-05-07,JFJ,323.78,0.56
2010-05-08,JFJ,324.16,0.62
2010-05-09,JFJ,323.74,0.93
2010-05-10,JFJ,323.52,0.73
2010-05-11,JFJ,323.17,0.49
2010-05-12,JFJ,323.18,0.43
2010-05-13,JFJ,324.12,0.72
2010-05-14,JFJ,323.81,1.09
2010-05-15,JFJ,324.61,0.76
2010-05-16,JFJ,323.68,0.5
2010-05-17,JFJ,323.12,0.44
2010-05-18,JFJ,323.05,0.3
2010-05-19,JFJ,323.28,0.67
2010-05-20,JFJ,323.88,0.83
2010-05-21,JFJ,323.28,0.54
2010-05-22,JFJ,323.53,0.79
2010-05-23,JFJ,323.22,0.56
2010-05-24,JFJ,323.22,0.53
2010-05-25,JFJ,323.58,0.59
2010-05-26,JFJ,323.53,0.56
2010-05-27,JFJ,323.14,0.63
2010-05-28,JFJ,324.18,0.63
2010-05-29,JFJ,324.37,0.55
2010-05-30,JFJ,323.66,0.75
2010-05-31,JFJ,323.95,0.56
2010-06-01,JFJ,324.79,0.81
2010-06-02,JFJ,324.93,0.64
2010-06-03,JFJ,324.63,0.61
2010-06-04,JFJ,324.24,0.73
2010-06-05,JFJ,324.29,0.9
2010-06-06,JFJ,324.71,0.79
2010-06-07,JFJ,324.75,0.53
2010-06-08,JFJ,324.65,0.56
2010-06-09,JFJ,324.32,0.54
2010-06-10,JFJ,324.67,0.85
2010-06-11,JFJ,324.73,0.68
2010-06-12,JFJ,324.37,0.49
2010-06-13,JFJ,324.19,0.4
2010-06-14,JFJ,324.85,0.5
2010-06-15,JFJ,324.5,0.59
2010-06-16,JFJ,324.31,0.63
2010-06-17,JFJ,324.18,0.49
2010-06-18,JFJ,325.04,0.47
2010-06-19,JFJ,324.61,0.43
2010-06-20,JFJ,324.33,0.53
2010-06-21,JFJ,324.77,0.55
2010-06-22,JFJ,323.27,0.79
2010-06-23,JFJ,323.6,0.55
2010-06-24,JFJ,324.02,0.62
2010-06-25,JFJ,324.02,0.53
2010-06-26,JFJ,324.38,0.48
2010-06-27,JFJ,324.56,0.41
2010-06-28,JFJ,324.69,0.33
2010-06-29,JFJ,324.92,0.5
2010-06-30,JFJ,324.59,0.54
2010-07-01,JFJ,324.93,0.41
2010-07-02,JFJ,324.55,0.43
2010-07-03,JFJ,324.59,0.42
2010-07-04,JFJ,324.72,0.35
2010-07-05,JFJ,324.6,0.37
2010-07-06,JFJ,324.2,0.5
2010-07-07,JFJ,324.12,0.33
2010-07-08,JFJ,324.21,0.55
2010-07-09,JFJ,324.19,0.35
2010-07-10,JFJ,324.56,0.47
2010-07-11,JFJ,324.59,0.5
2010-07-12,JFJ,324.4,0.48
2010-07-13,JFJ,324.33,0.48
2010-07-14,JFJ,324.59,0.59
2010-07-15,JFJ,324.78,0.57
2010-07-16,JFJ,324.24,0.46
2010-07-17,JFJ,323.97,0.46
2010-07-18,JFJ,323,0.46
2010-07-19,JFJ,323.06,0.57
2010-07-20,JFJ,323.99,0.53
2010-07-21,JFJ,324.39,0.47
2010-07-22,JFJ,324.54,0.39
2010-07-23,JFJ,324.07,0.33
2010-07-24,JFJ,323.72,0.46
2010-07-25,JFJ,323.79,0.41
2010-07-26,JFJ,324.05,0.37
2010-07-27,JFJ,324,0.37
2010-07-28,JFJ,324.05,0.41
2010-07-29,JFJ,323.89,0.41
2010-07-30,JFJ,323.91,0.32
2010-07-31,JFJ,323.48,0.46
2010-08-01,JFJ,324.35,0.42
2010-08-02,JFJ,324.29,0.54
2010-08-03,JFJ,323.75,0.44
2010-08-04,JFJ,323.7,0.45
2010-08-05,JFJ,323.73,0.51
2010-08-06,JFJ,323.72,0.41
2010-08-07,JFJ,324.26,0.61
2010-08-08,JFJ,324.03,0.51
2010-08-09,JFJ,323.73,0.55
2010-08-10,JFJ,324.19,0.47
2010-08-11,JFJ,323.93,0.46
2010-08-12,JFJ,323.77,0.51
2010-08-13,JFJ,323.84,0.39
2010-08-14,JFJ,323.91,0.48
2010-08-15,JFJ,323.93,0.45
